author,comment,published_at
David Christopher the second,"Hi James,
Thank you so much for this great and informative video
could you please upload the second part of the ""MLM Cults"" video ?
If it is still work in progress, please take ""Kevin Trudeau"" and ""The global information network"" into consideration.",2021-07-30T13:13:07Z
Chikanma,I'm a simple man when James Jani posts I click,2021-07-30T13:09:43Z
Akonwie Gaston Gaston,"I'd watched almost all Danlok's sales videos in 2018. And that's because is was studying marketing in school. I wanted to be more practical than my peers. Then while in school, an uncle asked me to get him new tenants for his hostel. That was basically because the real estate market has fallen so bad in my country during that period. I wss excited to put into practice what I'd learnt from Danlok. Then I started trying those same pitches and they were not working out at all. They were so unpractical. I thought I didn't pitch them well. Then I continued watching more of Dan's videos that was when I discovered he was just repeating stuff here and there.",2021-07-30T13:09:11Z
Aaron Lim,Coffeezilla is the god of this space,2021-07-30T13:07:45Z
Davie UD,Literally had a get rich quick guru ad after the intro of this very video..,2021-07-30T13:00:06Z
Adeeb digitalbrandinginternationalCom,James dont get defamation legal notices!! its very brave and indeed crazy making sweeping statements though what james says it makes sense!!!,2021-07-30T12:57:19Z
Invisible College,Is Tim ferris a snake oil salesman?,2021-07-30T12:51:37Z
Invisible College,He didnt make an argument that snake oil doesnt work ? Think of that (in his voice),2021-07-30T12:49:50Z
Joychandra Singh,Hi I read your book u recommended about millenials fastlaner and slowlaners. Does that book also has the same pattern like u said?,2021-07-30T12:46:21Z
Dani Lawand,A better alternative is buying courses from Udemy.,2021-07-30T12:30:05Z
T. Maker,"Amazing doc as alwas, James. I'been following this channel since when it had 5.7k subscribers. Now it is on its way to 1M",2021-07-30T12:28:07Z
Macaroni,"Brilliant as always, James! 🙌🏼",2021-07-30T12:27:25Z
Minha Vida Minhas Brisas,"cheers from Brazil, would you takl about jeunesse? they seem pretty serious about their products(wich are very expensive and promises amazing results. but they also have the recruit  thing, wi ch i got invited to and refused, still a friend of mine is putting her soul to in it. so i always wonder( if im missing out) if she will be ok. cheers.",2021-07-30T12:25:47Z
Mohammed Amine Mazouz,Great content as always !!,2021-07-30T12:25:36Z
T Peterson,you should give a shoutout to @coffezilla that has been exposing them for a while,2021-07-30T12:24:21Z
Professional Champions,"Sir you are sharing a very valuable information in this video, but why did you monetise this video? 
It should be add free",2021-07-30T12:21:38Z
BROJO - Confidence and Integrity for Men!,"Stoked you exist mate, world needs this info. I can't believe that shit is even legal",2021-07-30T12:14:25Z
Rebecca,"i just got advertised a get rich easy scheme half way through this video, beautiful",2021-07-30T12:11:25Z
Aaditya Panchakshikar,Is *Robert Kiyosaki*  a  *Snake Oil Seller* ..?,2021-07-30T12:11:23Z
Daily Talk with kapil Sharma,I managed to grow a half mil business without there gurus. Am I acceptable?,2021-07-30T12:09:46Z
Daily Talk with kapil Sharma,"I will punch the guy who yelled me to say "" Yes coach"".",2021-07-30T12:07:13Z
Crypto Mars,"Great content James, thank you.",2021-07-30T12:06:32Z
Emmanuel Okorie,"Get rich quick scheme is one of the problems we are having in our society.
Kudos James Jeni .Thanks for the message.",2021-07-30T12:02:47Z
Nkonya Maduhu,"Just commenting for the algorithm 👊🏾, love your videos James. 

Love from Africa.",2021-07-30T12:01:36Z
Rishab Kumar Ojha,"Its easy fellas when i see these people and their so called system, i tried one of them.. And very soon understood everything.. And started the real hustle. That is more rewarding..",2021-07-30T12:00:02Z
Marek Kubi,"Hey Jani! 
I am also learning editing and acting and speech. I have a lot of knowledge in the building and renovating sector. So I started a Youtube channel, just like you did. Today I am making about 70€ per month, so slowly and steadily trying to turn my hobby and passion into full-time work. Right now I am writing the script for my new channel trailer and I have learned some small editing ideas from your videos. You have a nice style. I mean, you can speak about one sentence for around 2 minutes, and still, everyone is listening. 

Anyway, my dream job is, that I can build myself home and by filming that, make some income. Kinda like informative building vlogs is something I plan to start after few years. Today I share my knowledge and learn to make watchable videos. First time in front of the camera I almost shitted my pants :D. Today I have more confidence, but still have a long way to go. Slowly growing my audience :)

Thanks for your professional content and nice to see, that your passion to work with cameras is fulfilling today and you are getting good money from sponsors and Youtube.",2021-07-30T11:56:38Z
Andre Harrison,I like how I'm seeing a rock star fake guru as the ad,2021-07-30T11:53:35Z
Alexa Madison,"The most success you’ll get will tend to take the longest time to achieve. But once you do achieve it, it’ll last a lot longer than if you’ve gotten it quickly.",2021-07-30T11:46:14Z
mahtabhailian,Also make a video on Education System mafia..,2021-07-30T11:45:05Z
Quillion0,Should we... Download this video in case *someone* comes along to flag and report this?,2021-07-30T11:44:51Z
Victoria Matthew,"You might not reading this as there are too many comments but thanks James, your contents have blessed many, including me.",2021-07-30T11:42:32Z
Tiina Orav,"You should do video about competitions ( with entry fee, vs free) etc.  danger in there",2021-07-30T11:36:52Z
Bl ue,"Yes!! James is back. Thank you for the new video, buddy.",2021-07-30T11:31:20Z
Yusuf Rick,Grant is the real deal watch undercover billionaire its  a DOCUMENTARY . How the hell can he lie,2021-07-30T11:30:38Z
Lady Melona,I was going to rewatch your video 'The Rise of Fake Gurus' just now so I was shocked to find you made another video on the topic that I didnt watch only to find it was posted 18 hours ago 😂 The timing couldn't be more perfect. Time to sit back and enjoy this video,2021-07-30T11:29:27Z
John Nguyen,"72 ""Get Rich Quick Gurus"" has disliked this video",2021-07-30T11:19:48Z
Tom Gardner,"Dan, Kai and Grant, the holy trinity",2021-07-30T11:15:29Z
Enock Timire,"I see a notification for a new James Jani video, I stop what Im doing, I click the like button, then I watch the video later",2021-07-30T11:12:55Z
Gamer Chettan,It was an amazing video. Thank God people like you are doing something valuable in youtube.,2021-07-30T11:04:48Z
Munzwe One Africa,"Get Rich quickly pastors also, motivational speakers pastors around the world. Claiming to be successful through stealing of congregational money.",2021-07-30T11:03:40Z
FitNish,And another great video James! Nice work :) Real talk.,2021-07-30T11:01:31Z
Army of Cats,"One thing that drives me crazy with the ""dropship"" get rich quick schemes specifically is that they've infiltrated platforms that are meant to be for legitimate small businesses. Etsy and eBay are overflowing with them. I usually shop on Etsy because I want to support an independent artist who makes everything themselves. And I try to use eBay as an alternative to Amazon because a lot of small mom & pop stores use eBay as a selling platform. Nowadays it's almost impossible to tell who is a small business or independent artist and who is just some random bro who set up a drop ship account, and if I purchase something from them I'll end up getting an item from Alibaba, Wal-Mart, or Amazon, the very places I was trying to avoid.",2021-07-30T10:58:02Z
Mama Bass,Thanks   Man  Keep Um Coming,2021-07-30T10:54:47Z
confuzed pawn,being broke actually saved me from buying these courses lol,2021-07-30T10:50:53Z
ABIR HS,"Though I love your video so so much James, I am just wondering will you make a video about other topics except Gurus? I think the picture is quite clear to us already from your video Gurus are fake. How about if we discover a more interesting video narrative from you. I don't want you to limit your content in this area. Make a video about space, animal planet, politics --- whatever you are gonna make, We enjoy it. I wanna taster more flavor of your video making. My love is always with you and for your content.",2021-07-30T10:49:59Z
Ayush Spooke,"James Jani, everytime I see your notification popping up I am glad to get that Valuable info 🔥",2021-07-30T10:46:41Z
Shiny Creations,"You ALWAYS have these con artists as ads on your videos. I wish there was a way creators could choose who gets to advertise on their videos as it just looks really bad, (not blaming you of course.) Like when anti LGBT+ ads kept showing up on coming out and transgender stories and I even got a Scientology add before a documentary about brainwashing once! The hypocrisy of Youtube; ""We will police creative content so that it's advertiser friendly but we take zero issue with problematic ads.""",2021-07-30T10:45:58Z
Inglês 2023 - Anderson Corrêa,"You have actually got rich pretty quickly due to dropping your 9/5, and creating your YouTube channel. If you hadn't heard those so called ""fake"" gurus you would still be working 8 hours a day and earning a miserable salary. Why don't you make a video on the schemes behind 9/5? 😉",2021-07-30T10:45:58Z
Bahast Hemn,Can we like have more videos?,2021-07-30T10:44:48Z
Gabriel Nzete,I love your presentation so so much... the voice as well further brings in the energy into the presentation,2021-07-30T10:25:25Z
Lincoln F.,Nice criticism,2021-07-30T10:23:08Z
Vishnupriya Koliyot,Takes a lot of courage to come forward and admit you've been scammed. Thank you for yet another awesome video James! No more skipping ads for your channel ;),2021-07-30T10:20:16Z
Nakanaf,WHATS THE CHANCE FOR JAMES TO PICK FINLAND OUT OF ALL COUNTRIES IN AD?!?!? TORILLE,2021-07-30T10:17:06Z
Praveen Kumar Rai,❤️,2021-07-30T10:12:56Z
ventudeca,As usual interesting as F,2021-07-30T10:12:24Z
